,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
1,1,55.42015105050273,0.5475575486305921,9.234562485124178,0.6866123428432167,8.875390117524905,0.05777523099867787,8.88117646700567,0.1065740328120579,0.0754456699387791,6.96209486583722,0.8202849574533747,0.012755522031665412,0.033159388183735095,0.4870047039354032
2,2,56.25372578770714,0.9273481608508413,3.2424284934578593,0.9217102963968061,2.614440698531234,0.0315890230912117,6.592791145081647,0.6442923569045371,0.8456062014293909,3.935020616300097,0.009465411202013052,0.0008215819336528929,0.025688830482114566,0.678360376340633
3,3,115.39590472992802,0.2047696820763727,7.469338968088023,0.49462558256221556,5.597542202815738,0.42163854369527476,1.221692862157505,0.3511266306496781,0.11060768349499162,2.1257595815394548,0.819928345675783,0.41994655843946205,0.7075181767997413,0.8981395877259979
0,0,118.0237412763228,0.41560089097836617,2.739590481015082,0.33677349315195815,10.302916816112257,0.7623440471695625,9.06772706084355,0.24995692264337332,0.2917570925257559,2.091061934684469,0.48445774881408243,0.10171128136811713,0.8969396111641836,0.037969981599680125
4,4,166.07916375560134,0.4383608904069807,4.41737550636426,0.3702612649247041,6.893748326832721,0.5415820500971713,2.338616786530127,0.9055336195893683,0.7389503335113428,6.1992169474805205,0.34668922726748963,0.023651548537799327,0.5420700056114566,0.8649346075438603
6,6,223.07379773708504,0.29614989809589687,5.939495951430451,0.35375220786614225,1.3062658828454285,0.4307029489180436,2.9456426420437696,0.8465601987397672,0.8539361248275206,5.088767685677259,0.1973407910810785,0.3147108295826484,0.26654687888376716,0.5866309571394664
8,8,244.67194195391784,0.37925762795187734,6.657980236676004,0.39774534285426655,3.710363606952669,0.03909314901131722,6.345027306190597,0.2608193317662314,0.27148025053937386,6.026414789598979,0.07437437937856872,0.28399487097593035,0.5639925354460675,0.25035949510121813
9,9,268.91209825967655,0.16286515835261606,2.707781479174026,0.8806661598217417,9.607349162780835,0.7522169461863704,4.910983211774453,0.4461147006058517,0.883104237115105,6.607904753383385,0.5154354309607121,0.22562269093211246,0.6096828526772382,0.0008285584173388649
7,7,380.9608019969699,0.2067364078413929,10.478226221684746,0.9411661406424621,8.753572856957916,0.21421376748128074,5.871409232933731,0.6997579994809808,0.27398339122735216,2.85006822497342,0.27597943131315017,0.2567852943288004,0.16999143125623184,0.12391444849734823
5,5,824.0659184383534,0.9511512911586828,3.0281838442596887,0.994935664722696,11.571109473085302,0.7359686390589052,8.042630911925746,0.8021565345813995,0.4199345813726352,8.189822052096332,0.5218841714325686,0.24825390786648766,0.6736405122102187,0.12780990793738545
